;post_message;post_message_en
2090;Hola buenas tardes encantada de formar parte de este grupo os cuento la historia de mi marido en este caso  el tiene 30 años y ace 8 años que tiene el síndrome de vomitos ciclicos pero es ace año y medio cuando nuestra médica nos ha dicho que eso es lo que tenia ace años cuando empezó le daba mucho más seguido casa 2/3 meses y las crisis duraban asta 15 dias luego se espacio a cada 6 meses y ahora a llegado a estar un año y unos meses sin pasarle   ahora le duran 2 dias solo porque con tranquilizantes  uno pinchado y luego tratamiento se le corta le han echo todo tipo de pruebas y siempre estaba todo bien no tenían ni idea de que podía ser siempre era gastronteritis estábamos deseaperados y por fin hemos descubierto lo que es ahora después de no conocer a nadie con este síndrome hemos descubierto no más vomitos y debido a la última crisis ace una semana hemos pedido los parches aver que tal van cuando le vuelva a dar la crisis podre deciros que tal esperemos que sea dentro de mucho estamos super contentos de haber encontrado este grupo para saber que no somos los únicos que tenemos este problema ya que en muchos aspectos para mi marido a sido un gran problema sobre todo a nivel de trabajo. Al leer sobre este síndrome siempre nos aparecía que era más a nivel infantil pero leyendo las historias hemos visto que también ay adultos como el que tienen este problema.  Nos gustaría saber si alguien ha probado los parches de no más vomitos con SVC y su experiencia.  Muchas gracias! ojalá podamos ayudarnos entre todos a sobrellevarlo;Hello good delighted to be part of this group I will tell the story of my husband in this case is 30 and ace 8 years with the cyclic vomiting syndrome but is ace and a half afternoons when our health has told us that that's what I had ace when he began gave much more often home 2/3 months and crises lasted till 15 days then space every 6 months and now come to be a year and a few months without passing now will only last 2 days because with tranquilizers one punch and then treatment is cut you have cast all kinds of tests and was always all right had no idea that I could be was always gastronteritis were deseaperados and we have finally discovered what is now after failing to meet anyone with this syndrome have found no more vomiting and because of the latest crisis ace one week we asked patches aver that such go when you again to the crisis podre say that such hopefully be a long we are super happy to have found this group to know that we are not the only ones who have this problem because in many respects for my husband been a big problem especially at work. When reading about this syndrome we always showed that it was more infantile level but reading the stories we have seen that a and also adults who have this problem.  We would like to know if anyone has tried the patches no more vomiting with SVC and experience.  Many thanks.  hopefully we can help each other to cope
2091;;
2092;Buenas tardes  lo primero saludar a todos los seguidores y afectados. Mi caso es que mi hija de 14 años viene sufriendo ciclos de vómitos desde hace dos años   los ciclos son desde cada semana y una duración de uno a cinco días para posteriormente tener un ciclo de tres a cuatro semanas de descanso hasta el siguiente  ha estado ingresada en el hospital innumerables veces y no dan con el problema   mirando por Internet he llegado a su asociación y he visto la terapia de no más vomitos  hoy mismo he cursado el pedido   pues veo bastantes comentarios de sus beneficios   espero poder contar Bbuenas cosas de la terapia.  Saludos;Good afternoon first greet all the fans and affected. My case is that my 14 year old daughter has suffered from cycles of vomiting for two years cycles are from each week and last for one to five days later to have a cycle of three to four weeks off until the following has been entered in the hospital countless times and do not give the problem facing Internet I have come to their partnership and have seen the therapy no more vomiting today I placed the order because I see many comments benefits I hope I can count Bbuenas things of therapy.  Best regards
2093;Hola a todos. Nunca he leído ningún caso de SVC en el que el afectado hable de eructos fétidos (sabor y olor a podrido) como detonante de una crisis. ¿Alguien ha escuchado o sufrido algo parecido? Gracias;Hello everyone! I have never read any cases of SVC in which the affected fetid talk about burping (taste and odor of rotten) as a trigger for a crisis. Has anyone heard or experienced something similar? Thank you.
2094;Carlos Esquillor was added to Asociación Española del Síndrome de Vómitos Cíclicos by Pilar Páramo Peña.;Carlos Esquillor was added to Spanish Association Cyclical Vomiting Syndrome by Pilar Peña Paramo.
2095;Descubre el nuevo mapa del Síndrome de vómitos cíclicos y únete. Si tienes experiencia y quieres ayudar a otros  hazte orientador. http://www.diseasemaps.org/es/cyclic-vomiting-syndrome/ #Jointhemap #Spreadawareness;Discover the new map Cyclic Vomiting Syndrome and join. If you have experience and want to help others become counselor. #Jointhemap http://www.diseasemaps.org/es/cyclic-vomiting-syndrome/ #Spreadawareness
2096;Ernesto Ainoza was added to Asociación Española del Síndrome de Vómitos Cíclicos by Pilar Páramo Peña.;Ernesto was added to Ainoza Spanish Association Cyclical Vomiting Syndrome by Pilar Peña Paramo.
2097;Hola chicas  soy de Perù y madre de una niña de dos años y 5 meses y desde el año con nueve meses tuvo su primer episodio de vomitos  ahi le encontraron que era infeccioso  bueno lo trataron como se debia  luego al año con 11 meses tuvo otro episodio que dijeron al no encontrarle nada que esta vez  era viral y bueno lo trataron con hidratacion  ahora en enero a los dos años y cinco meses presenta otro cuadro de vomitos  esta vez tampoco le encuentro nada  vieron el funcionamiento de su higado y tampoco tiene nada  al leer muchos de los casos que se exponen aqui no se si mi `pequeña tenga el sindrome  ya que me encuentro desesperada ya que no hay contra quien combatir  y lo q mas se asemeja es este sindrome  aparte de ello mi pequeña a sus 2 años y 5 meses le falta cerrar un pedacito de su cabecita lo que llama  el mollero  sera menos de 1 cm x 1cm no se si eso tenga relacion ya que lei en algunos casos de sindrome de vomitos ciclicos tiene q ver hipotalamo - estomago  a alguien le ha pasado algo similiar con su pequeño o con ustedes mismos. Cualquier info sera muy valiosa para mi. Gracias de antemano;Hi girls I am Peruvian and mother of a two year old girl and 5 months since nine months did their first episode of vomiting there they found that it was infectious good treated him as then owed a year with 11 months had another episode they said not finding anything this time it was viral and well treated him with suppleness now in January to two years and five months presents another box vomitos this time also did not find anything viewed your liver function and also has nothing to read many of the cases described here do not know if my `small have the syndrome since I am desperate because there against those who fight and q most resembles is this syndrome apart from that my little to his 2 years and 5 months you need to close a piece of his head what he calls the Mollero will be less than 1 cm x 1 cm not know if that is related since lei in some cases of cyclic vomiting syndrome has q see hypothalamic - stomach someone has happened something similiar with your small or with yourself. Any info will be very valuable to me. Thanks in advance
2098;Serena Cortez was added to Asociación Española del Síndrome de Vómitos Cíclicos by Pilar Páramo Peña.;Serena was added to Cortez Spanish Association Cyclical Vomiting Syndrome by Pilar Peña Paramo.
2099;Hola Pilar! Gracias por aceptarme en el grupo!!! Tengo una niña de 7 años y desde hace aproximadamente 2 años comenzó con éstos ciclos de vómitos. El pediatra mucho no sabe o minimizó el tema. La gastroenterologa me dijo que la vamos a analizar por posible SVC. La verdad es que es dificil sobrellevar ésto ya que no encontramos todavia la causa por la que tiene éstos recurrente vómitos. Dios quiera que se encuentre un tratamiento que sea efectivo en ésta enfermedad.  Soy de Argentina. Cariños a todos!;Hello Pilar! Thank you for accepting me in the group!!! I have a 7 year old girl and from about 2 years ago with these cycles began vomiting. The pediatrician does not know much or downplayed the issue. The gastroenterologist told me that we will analyze for possible SVC. The truth is that it is difficult to cope with this as not yet found the cause to have these recurrent vomiting. God wants a treatment that is effective in this disease is.  I am from Argentina. Love to all!
